year,survey,transect,total_sA_times_area_above3,total_sA_times_area_below3,total_kg_above3,total_kg_below3,total_area_nmi2
2012,201207,15,2197898.48376,398905.35957000003,1851051059168.2217,632077198760.7714,4780
2012,201207,16,1620961.13375,538562.12573,1994909990135.894,782730144077.1365,4570
2012,201207,17,1227439.69408,368186.68456,881973916733.417,654846002692.4862,4320
2012,201207,18,1667806.096,451188.33108000003,1687459064165.9006,550008796000.4492,5620
2012,201207,19,1580200.63044,250077.7263,636970942224.4214,242856853170.72177,5450
2012,201207,20,1431939.84601,357603.02525,1071246080382.7286,1203819996905.5383,4790
2012,201207,21,1043270.60012,144995.1877,646209477279.3906,197893646215.25198,3410
2012,201207,22,1815425.04519,109053.17914000001,241613641138.19586,53869925657.08117,4530
2012,201207,23,3591315.9595,144249.09074,708582570072.9714,61929596158.567764,3810
2012,201207,24,2434753.58822,115109.33742,369785281555.3146,30969704209.96037,3370
2012,201207,25,1263012.86311,105420.17627,374270625019.50726,45401797697.169945,2880
2012,201207,26,116810.29647,31290.54899,18341366647.536545,10294042993.51925,2300
2014,201407,1,96220.41804,139830.53714,215727382017.5111,324715162391.7417,1630
2014,201407,2,190074.46469,285078.51226,679976988406.8734,1076269127724.9391,2000
2014,201407,3,1222773.35416,626038.17936,2233758354616.7524,4357510710957.9478,2330
2014,201407,4,5366843.55935,608993.86971,20647447945200.547,7172106120043.439,2460
2014,201407,5,1955816.76548,307917.59158,1347780281871.2017,1125935665233.6206,2720
2014,201407,6,1706222.8407100001,475246.93512,1677827040257.2346,1534896657930.5388,3740
2014,201407,7,2198123.36496,335534.2269,5205893649638.087,2952766051975.086,3720
2014,201407,8,1140743.5107,321148.22486,406099584029.21216,1531155227034.7522,4340
2014,201407,9,1549187.37998,302692.09675,612596978729.7218,970871485382.642,3930
2014,201407,10,1056538.21909,230286.27879,525244574176.55035,566763600226.4265,3660
2014,201407,11,684274.47346,594359.94896,913008587135.7189,1853430879435.5688,3390
2014,201407,12,891798.7608,1228111.31509,3595853427746.066,10602033692055.668,3390
2014,201407,13,353232.47703,1138116.67178,1756662014595.27,8077911717724.266,2750
2014,201407,14,608773.4304600001,947389.66161,1566287005767.8372,2971554767286.566,4170
2014,201407,15,1533122.53809,1230398.21425,7526353604248.474,9305512407861.799,4520
2014,201407,16,3973071.92847,806039.0097,7752612686801.324,4050904862324.84,4300
2014,201407,17,2064468.82075,751646.0219,2563945673952.929,3923639628548.2583,4140
2014,201407,18,2561285.49517,591587.1510600001,2407173331994.056,2439689531260.253,5320
2014,201407,19,1445422.37125,359434.60965,1006592042607.4489,669618864527.9712,5050
2014,201407,20,1536104.7746299999,817757.36703,2071434360670.4739,1729452963160.1912,5620
2014,201407,21,1870269.49137,796515.2082999999,2312173136351.08,2174998268765.7893,4240
2014,201407,22,2853172.48806,735703.5586,3795270215492.0264,2242221464094.8706,4550
2014,201407,23,4345308.30363,304084.3356,1827602327244.0613,414806491628.09674,3800
2014,201407,24,2221745.69622,363341.73066,2472523599980.712,676037994178.9148,3420
2014,201407,25,874323.492,346006.47651,797920489624.0768,2336291340846.621,2860
2014,201407,26,61732.4433,155232.71396,27262028886.727875,178837286807.38034,2380
2016,201608,1,174632.1723,324306.20889999997,4144950488440.6143,4611591942973.618,1550
2016,201608,2,377225.67183,225026.9408,1261591231852.691,674992608098.4484,2000
2016,201608,3,1126254.4603,335351.26165,4519956076077.51,1488307685618.497,2450
2016,201608,4,1171653.45175,163200.72361,883640557958.634,188286069763.417,2540
2016,201608,5,1138702.267,313696.16113,2730483994120.0327,1391270281133.1245,2700
2016,201608,6,1624445.8352,191393.69081,1507722671655.0767,271001065916.82693,3770
2016,201608,7,2355076.99475,202397.93635,1175713620831.2803,160681792110.01312,3700
2016,201608,8,1341343.34038,258728.40840000001,377680782059.8609,300630969102.2398,4390
2016,201608,9,899192.87916,185712.78843,269694365021.6916,181646353330.17636,3990
2016,201608,10,1065048.07999,134626.52227,92843571072.28305,83848001362.17154,3750
2016,201608,11,1453729.3028,340604.80245,781876267720.543,321360844324.54346,3480
2016,201608,12,822699.06506,181374.5154,242909750339.49838,50979476225.239105,3430
2016,201608,13.01,730003.758,260600.6816,502085982682.32635,199301866439.38058,2380
2016,201608,13.02,206001.4756,19904.30603,8019067718.1076975,2715895026.0133266,920
2016,201608,14.01,1244698.4771,322838.36203,691654949110.2288,751403208676.1674,3210
2016,201608,14.02,729238.7776,386917.897,918433085063.3634,579728580078.8228,1880
2016,201608,15.01,1226813.905,413960.532,1397070201641.947,961454327684.8135,2520
2016,201608,15.02,534971.274,166592.545,270744489781.62042,75971017113.69656,1800
2016,201608,15.03,520715.3298,45937.99233,377988988237.39856,18950859570.97139,640
2016,201608,16.01,886353.232,214638.84894,891155642895.7228,364993911370.6596,1430
2016,201608,16.02,751892.294,123474.9506,403912508534.43915,94219690162.79097,1580
2016,201608,16.03,969273.895,300909.977,1546673787307.2405,670327209987.0287,1710
2016,201608,17.01,921194.059,163640.468,699919395718.9421,214475973767.0337,1700
2016,201608,17.02,1459519.5191,203608.29267,585132406914.2391,220657065410.58667,2680
2016,201608,18.01,2145006.548,126795.90209999999,669219610041.4581,68641569892.542946,3260
2016,201608,18.02,675724.235,481509.4527,1537841543352.5198,1778665618556.7817,2210
2016,201608,18.03,273073.58400000003,47543.697,367760645834.6448,92772494670.24199,420
2016,201608,19.01,1936471.718,177553.923,651509170763.2683,99118613207.85933,2920
2016,201608,19.02,2058335.01,166934.24364,1161000263096.0925,266743592798.76758,2350
2016,201608,19.03,113079.646,10400.6675,24277688644.81716,2939152031.87406,420
2016,201608,20,2885149.392,782331.82937,1996139909789.2156,5659914604433.209,6500
2016,201608,21,3261864.42364,382851.0868,3098508745558.1035,502913103546.0641,4530
2016,201608,22,3659659.1353,390511.88033,2374360505372.186,351426332996.0721,4540
2016,201608,23,2703818.5813,489057.56524,2735765239140.103,876878982282.15625,3880
2016,201608,24,1339688.5331899999,299920.37913,1019599706166.0898,388905705260.715,3440
2016,201608,25,1053429.68136,293955.726,787352739975.3362,494998084573.56506,2980
2016,201608,26,160426.2887,153489.89674,245698085531.6822,244049041114.1842,2370
2016,201608,101,105587.09879999999,625567.0732,1881686683085.841,19648981680490.85,940
2016,201608,102,195681.52278,115678.2834,1154790429567.3657,682614552680.7485,720
2018,201801,1,2050256.9930222938,157416.0701045224,422542542063.25037,101347587511.34488,6016.657999999999
2018,201807,1,73622.78648,125470.38104,88245536497.87901,248794456511.87534,1230
2018,201807,2,209543.67799,90182.988,117806193358.42212,89450643751.52576,1430
2018,201807,3,125240.55352,53444.965,30507950319.259567,36474604772.101685,1710
2018,201807,4,259556.99468,56595.58078,62352892404.2455,17601915458.803635,2040
2018,201807,5,313185.11415,57875.24045,64651622818.5593,20321010378.510773,2390
2018,201807,6,569876.505,88380.63295,137392520762.99788,62714060839.01383,2540
2018,201807,7,802895.9061,93031.79093,312575706055.6847,88076404314.26965,2680
2018,201807,8,684088.7117,45344.07723,72621234670.58339,9755017787.020786,3730
2018,201807,9,566761.9656,43660.32909,23875212226.011047,25012776458.03073,3660
2018,201807,10,473360.0868,30893.504240000002,13742212825.269293,1038281600.9547956,4420
2018,201807,11,263191.17125,44489.12685,9120559566.597517,5845509534.206137,3730
2018,201807,12,565650.9065,47360.85051,8891087063.020386,4960824990.267676,4060
2018,201807,13,829842.9602,65240.80248,119804403703.01889,19901189903.41585,3450
2018,201807,14,703603.11584,70394.9655,253610133090.3868,28798054081.94043,3440
2018,201807,15,611847.50490000006,50676.45972,60404548414.68756,10290056946.329489,3000
2018,201807,16,819384.62971,90476.14853,199463131583.5009,49533415756.21457,4580
2018,201807,17,825645.53849,252474.3451,395037795174.80023,161205793719.24042,4710
2018,201807,18,616707.34418,411398.0904,222618755863.8046,298954356833.48267,4620
2018,201807,19,724163.8595,1034067.93218,1365881526159.4343,1134540793633.6257,4340
2018,201807,20,1657150.12535,649110.07603,1037275294751.8851,673656172209.8829,5900
2018,201807,21,1142857.31506,1308822.87773,1851150815897.995,4566809143039.468,5760
2018,201807,22,3173662.0109800003,317578.58327,1096589063052.835,238825443025.0087,6900
2018,201807,23,1615439.2197,155394.91418,492111546519.27313,58144778187.22302,4500
2018,201807,24,2218204.8512,391610.37643,1606172234914.105,411120675479.2834,4530
2018,201807,25,1663778.59217,496385.7671,3051895517160.768,1106192291597.5862,3840
2020,202001,1,52835.29956488889,141100.65671391087,NA,NA,2720
2020,202001,3,358696.6826269563,215146.59738264437,NA,NA,3980
2020,202001,5,1148731.2988722357,735955.9428811446,NA,NA,5000
2020,202001,7,2584439.007744731,673232.303175206,NA,NA,6260
2020,202001,9,1671392.3836002746,479344.2220412245,NA,NA,8380
2020,202001,11,1239273.1439653873,428489.73000403604,NA,NA,7660
2020,202001,13,1125567.7260915,98051.01288907745,NA,NA,6720
2020,202001,15,791761.514359369,287432.5357001875,NA,NA,6260
2020,202001,17,1863812.0928778346,528516.8381373776,NA,NA,11880
2020,202001,19,3171724.3131991858,785715.1982280294,NA,NA,11260
2020,202001,21,5269823.646136364,713795.2914543524,NA,NA,13120
2020,202001,23,9124257.587569779,807336.1241131745,NA,NA,8600
2020,202001,25,7649081.867340339,680553.4918492627,NA,NA,6320
2020,202001,27,530172.1471919143,113263.62897006977,NA,NA,4160
